Protein Id,Gene Symbol,Description,Group ID,Number of peptides,Collapsed,Parsimony,FC_0h,FC_4h,FC_6h,FC_12h,pvalue_ttest_12h_vs_0h
YGR032W,GSC2,"Catalytic subunit of 1,3-beta-glucan synthase, involved in formation of the inner layer of the spore wall; activity positively regulated by Rho1p and negatively by Smk1p; has similarity to an alternate catalytic subunit, Fks1p (Gsc1p)",1127,19,C,UR,1,3.162707366,2.63188159,2.355308477,0.000909437
YDR334W,SWR1,"Swi2/Snf2-related ATPase that is the structural component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A",3493,2,C,UR,1,2.369854196,1.963580188,1.943414326,0.000910963
YPR075C,OPY2,Integral membrane protein that functions in the signaling branch of the high-osmolarity glycerol (HOG) pathway; interacts with Ste50p; overproduction blocks cell cycle arrest in the presence of mating pheromone,1252,3,C,UR,1,4.486084713,4.457910356,4.049728596,0.000916535
YDR337W,MRPS28,Mitochondrial ribosomal protein of the small subunit,324,2,C,UR,1,0.575881887,0.551197775,0.457364559,0.000919083
YBL023C,MCM2,Protein involved in DNA replication; component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex,559,17,C,UR,1,1.830677442,1.765975552,1.578517235,0.000922964
YDL234C,GYP7,"GTPase-activating protein for yeast Rab family members including: Ypt7p (most effective), Ypt1p, Ypt31p, and Ypt32p (in vitro); involved in vesicle mediated protein trafficking",1999,7,C,UR,1,1.99152291,2.243114141,2.671052655,0.000927264
YIL128W,MET18,"DNA repair and TFIIH regulator, required for both nucleotide excision repair (NER) and RNA polymerase II (RNAP II) transcription; involved in telomere maintenance",2254,9,C,UR,1,2.330634548,2.109874511,1.929088216,0.000932127
YOR003W,YSP3,Putative precursor to the subtilisin-like protease III,2916,1,C,UR,1,0.477753507,1.020837387,2.536959277,0.000932534
YGL241W,KAP114,"Karyopherin, responsible for nuclear import of Spt15p, Sua7p, histones H2A and H2B, and Nap1p; amino terminus shows similarity to those of other importins, particularly Cse1p; localization is primarily nuclear",736,5,C,UR,1,2.210178871,2.076624548,2.210645481,0.000933058
YMR262W,YMR262W,Protein of unknown function; interacts weakly with Knr4p; YMR262W is not an essential gene,954,9,C,UR,1,0.822015522,1.095746242,1.422806546,0.000934823
YNL192W,CHS1,"Chitin synthase I, requires activation from zymogenic form in order to catalyze the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for repairing the chitin septum during cytokinesis; transcription activated by mating factor",3045,3,C,UR,1,2.481369695,2.050473083,1.872563459,0.000935385
YGL055W,OLE1,"Delta(9) fatty acid desaturase, required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria",277,6,C,UR,1,4.924273682,3.918149089,3.83275844,0.000936195
YGL100W,SEH1,"Nuclear pore protein of the conserved Nup84p complex (Nup84p, Nup85p, Nup120p, Nup145p, and Seh1p); part of the SEA (Seh1-associated) complex, a coatamer-related complex that associates dynamically with the vacuole; homologous to Sec13p; the Nup84 subcomplex has a role in transcription elongation",2209,11,C,UR,1,1.558734962,1.53219001,1.473721041,0.00093645
YNL152W,INN1,"Essential protein that associates with the contractile actomyosin ring, required for ingression of the plasma membrane into the bud neck during cytokinesis; C2 domain, a membrane targeting module, is required for function",584,1,C,UR,1,0.683072574,0.457629115,0.306751136,0.000936571
YBR288C,APM3,Mu3-like subunit of the clathrin associated protein complex (AP-3); functions in transport of alkaline phosphatase to the vacuole via the alternate pathway,2770,7,C,UR,1,1.563671789,1.680694918,1.837562178,0.000937136
YDR202C,RAV2,"Subunit of RAVE (Rav1p, Rav2p, Skp1p), a complex that associates with the V1 domain of the vacuolar membrane (H+)-ATPase (V-ATPase) and promotes assembly and reassembly of the holoenzyme",1247,3,C,UR,1,2.030997363,2.270881919,2.5917232,0.000937805
YPR103W,PRE2,"Beta 5 subunit of the 20S proteasome, responsible for the chymotryptic activity of the proteasome",1292,10,C,UR,1,1.85126312,2.016636164,2.16874345,0.000951919
YGL153W,PEX14,"Peroxisomal membrane peroxin that is a central component of the peroxisomal protein import machinery; interacts with both PTS1 (Pex5p) and PTS2 (Pex7p), peroxisomal matrix protein signal recognition factors and membrane receptor Pex13p",1263,6,C,UR,1,0.635825369,0.662035466,0.495780689,0.000953617
YNL106C,INP52,"Polyphosphatidylinositol phosphatase, dephosphorylates a number of phosphatidylinositols (PIs) to PI; involved in endocytosis; hyperosmotic stress causes translocation to actin patches; synaptojanin-like protein with a Sac1 domain",1279,5,C,UR,1,1.322085168,1.370251434,1.467985403,0.000957132
YLR361C,DCR2,"Phosphoesterase involved in downregulation of the unfolded protein response, at least in part via dephosphorylation of Ire1p; dosage-dependent positive regulator of the G1/S phase transition through control of the timing of START",3067,1,C,UR,1,3.659318784,2.973503776,2.672167499,0.000964945
YFR033C,QCR6,"Subunit 6 of the ubiquinol cytochrome-c reductase complex, which is a component of the mitochondrial inner membrane electron transport chain; highly acidic protein; required for maturation of cytochrome c1",966,1,C,UR,1,0.14288507,0.142772226,0.111367013,0.000966505
YNL102W,POL1,"Catalytic subunit of the DNA polymerase I alpha-primase complex, required for the initiation of DNA replication during mitotic DNA synthesis and premeiotic DNA synthesis",612,4,C,UR,1,2.031294217,1.906451061,1.581040094,0.000967024
YIL091C,UTP25,Nucleolar protein required for 35S pre-RNA processing and 40S ribosomal subunit biogenesis; contains a DEAD-box RNA helicase-like motif,193,6,C,UR,1,1.834194691,1.631178726,1.60163294,0.000969334
YCL040W,GLK1,"Glucokinase, catalyzes the phosphorylation of glucose at C6 in the first irreversible step of glucose metabolism; one of three glucose phosphorylating enzymes; expression regulated by non-fermentable carbon sources",766,58,C,UR,1,0.759413361,1.143949851,1.586783057,0.000970885
YHR077C,NMD2,Protein involved in the nonsense-mediated mRNA decay (NMD) pathway; interacts with Nam7p and Upf3p; involved in telomere maintenance,355,9,C,UR,1,1.395041537,1.288843247,1.218197935,0.000975291
YKL085W,MDH1,"Mitochondrial malate dehydrogenase, catalyzes interconversion of malate and oxaloacetate; involved in the tricarboxylic acid (TCA) cycle; phosphorylated",1715,28,C,UR,1,0.372012744,0.436674444,0.527729154,0.000976067
YER022W,SRB4,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; homozygosity of the human MED17 L371P mutation is associated with infantile cerebral and cerebellar atrophy with poor myelination,2648,8,C,UR,1,1.846989386,1.859118129,1.957619582,0.000979099
YAL020C,ATS1,"Protein required, with Elongator complex, Kti11p, and Kti12p, for modification of wobble nucleosides in tRNA; has a potential role in regulatory interactions between microtubules and the cell cycle",3137,2,C,UR,1,1.536210485,1.486068777,1.703509764,0.000980418
YBR103W,SIF2,"WD40 repeat-containing subunit of the Set3C histone deacetylase complex, which represses early/middle sporulation genes; antagonizes telomeric silencing; binds specifically to the Sir4p N-terminus",2409,8,C,UR,1,1.083359556,1.201335318,1.330694489,0.00098173
YNL011C,YNL011C,Putative protein of unknown function; YNL011C is not an essential gene,3418,1,C,UR,1,1.699636664,1.746355686,1.679749641,0.000981862
YIL125W,KGD1,"Component of the mitochondrial alpha-ketoglutarate dehydrogenase complex, which catalyzes a key step in the tricarboxylic acid (TCA) cycle, the oxidative decarboxylation of alpha-ketoglutarate to form succinyl-CoA",626,24,C,UR,1,0.595682518,0.595306015,0.58345371,0.000982822
YNL068C,FKH2,Forkhead family transcription factor with a major role in the expression of G2/M phase genes; positively regulates transcriptional elongation; negative role in chromatin silencing at HML and HMR; substrate of the Cdc28p/Clb5p kinase,1979,5,C,UR,1,0.633285369,0.51534813,0.422324288,0.000982934
YOR166C,SWT1,"RNA endoribonuclease involved in perinuclear mRNP quality control via the turnover of aberrant, unprocessed pre-mRNAs; interacts with subunits of THO/TREX, TREX-2, and RNA polymerase II; contains a PIN (PilT N terminus) domain",2662,2,C,UR,1,1.905644338,1.852598327,2.013510998,0.000983422
YGR207C,CIR1,Mitochondrial protein that interacts with frataxin (Yfh1p); putative ortholog of mammalian electron transfer flavoprotein complex subunit ETF-beta; may have a role in oxidative stress response,1814,7,C,UR,1,0.570784437,0.667754093,0.702696434,0.000984903
YBR274W,CHK1,"Serine/threonine kinase and DNA damage checkpoint effector, mediates cell cycle arrest via phosphorylation of Pds1p; phosphorylated by checkpoint signal transducer Mec1p; homolog of S. pombe and mammalian Chk1 checkpoint kinase",507,2,C,UR,1,1.652745129,1.766005844,2.177736576,0.000985597
YGR116W,SPT6,Transcription elongation factor required for the maintenance of chromatin structure during transcription in order to inhibit transcription from promoters within the coding region,150,32,C,UR,1,2.087891826,1.918158158,1.87545258,0.000987808
YMR045C,YMR045C,"Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes",642,4,C,UR,1,3.932692239,4.47156437,5.029879697,0.000988401
YHR111W,UBA4,Protein that activates Urm1p before its conjugation to proteins (urmylation); also acts in thiolation of the wobble base of cytoplasmic tRNAs by adenylating and then thiolating Urm1p; receives sulfur from Tum1p,1702,4,C,UR,1,1.60942699,1.75567373,1.978864048,0.000992028
YDR096W,GIS1,"JmjC domain-containing histone demethylase and transcription factor; involved in expression of genes during nutrient limitation; negatively regulates DPP1 and PHR1; activity is modulated by limited proteasome-mediated proteolysis; has a JmjC and a JmjN domain in the N-terminal region that interact, promoting Gis1p stability and proper transcriptional activity; contains transactivating domains TAD1 and TAD2 downstream of the Jmj domains and a C-terminal DNA binding domain",1517,11,C,UR,1,0.508503045,0.600850114,0.820582263,0.00099238
YOR034C,AKR2,Ankyrin repeat-containing protein similar to Akr1p; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; possibly involved in constitutive endocytosis of Ste3p,3929,1,C,UR,1,7.174248998,6.080451,5.131929315,0.000993528
YOR209C,NPT1,"Nicotinate phosphoribosyltransferase, acts in the salvage pathway of NAD+ biosynthesis; required for silencing at rDNA and telomeres and has a role in silencing at mating-type loci; localized to the nucleus",419,38,C,UR,1,1.511175735,1.705330509,1.912894651,0.000996704
YBL097W,BRN1,Subunit of the condensin complex; required for chromosome condensation and for clustering of tRNA genes at the nucleolus; may influence multiple aspects of chromosome transmission,1210,2,C,UR,1,0.968035366,0.912129123,0.758330427,0.000999713
YLL023C,POM33,"Transmembrane nucleoporin involved in nuclear pore complex (NPC) distribution, assembly or stabilization; highly conserved across species, orthologous to human TMEM33 and paralogous to Per33p",509,3,C,UR,1,2.34135584,2.414828563,2.893181268,0.001005064
YGR120C,COG2,"Essential component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments",2022,1,C,UR,1,1.469428241,1.724891603,1.611932837,0.001007271
YHR186C,KOG1,"Subunit of TORC1, a rapamycin-sensitive complex involved in growth control that contains Tor1p or Tor2p, Lst8p and Tco89p; contains four HEAT repeats and seven WD-40 repeats; may act as a scaffold protein to couple TOR and its effectors",2738,7,C,UR,1,1.729686574,1.583990546,1.580687512,0.001010124
YIL156W,UBP7,Ubiquitin-specific protease that cleaves ubiquitin-protein fusions,3149,1,C,UR,1,3.179646329,3.513943385,4.420794995,0.001013983
YJR096W,YJR096W,Putative xylose and arabinose reductase; member of the aldo-keto reductase (AKR) family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS,2681,15,C,UR,1,0.851097194,1.162448641,1.733965008,0.001015078
YGL047W,ALG13,"Catalytic component of UDP-GlcNAc transferase, required for the second step of dolichyl-linked oligosaccharide synthesis; anchored to the ER membrane via interaction with Alg14p; similar to bacterial and human glycosyltransferases",3372,4,C,UR,1,1.31249712,1.19204884,1.233624867,0.001017715
YHR096C,HXT5,"Hexose transporter with moderate affinity for glucose, induced in the presence of non-fermentable carbon sources, induced by a decrease in growth rate, contains an extended N-terminal domain relative to other HXTs",86,4,C,UR,1,0.856178724,2.664075086,12.90266608,0.001019149
YPR023C,EAF3,"Esa1p-associated factor, nonessential component of the NuA4 acetyltransferase complex, homologous to Drosophila dosage compensation protein MSL3; plays a role in regulating Ty1 transposition",3434,7,C,UR,1,1.906224628,1.695291162,1.527824454,0.001020211
YCL035C,GRX1,Hydroperoxide and superoxide-radical responsive heat-stable glutathione-dependent disulfide oxidoreductase with active site cysteine pair; protects cells from oxidative damage,1994,19,C,UR,1,0.473089537,0.635127881,0.763290863,0.001022007
YPL096W,PNG1,Conserved peptide N-glycanase required for deglycosylation of misfolded glycoproteins during proteasome-dependent degradation; localizes to the cytoplasm and nucleus; activity is enhanced by interaction with Rad23p,1842,3,C,UR,1,1.896716508,1.89379813,1.910181537,0.001026641
YNL108C,YNL108C,Putative protein of unknown function with similarity to Tfc7p and prokaryotic phosphotransfer enzymes; null mutant shows alterations in glucose metabolism; GFP-fusion protein localizes to the cytoplasm and nucleus,1534,4,C,UR,1,0.897279942,0.906612139,0.691966261,0.001029395
YKL197C,PEX1,AAA-peroxin that heterodimerizes with AAA-peroxin Pex6p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; induced by oleic acid and upregulated during anaerobiosis,2488,2,C,UR,1,1.650433262,1.705628374,1.706931959,0.001031261
YGL195W,GCN1,"Positive regulator of the Gcn2p kinase activity, forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA",492,71,C,UR,1,3.890156877,3.168012832,2.95341641,0.00104081
YGR063C,SPT4,"Protein involved in the regulating Pol I and Pol II transcription, pre-mRNA processing, kinetochore function, and gene silencing; forms a complex with Spt5p",227,2,C,UR,1,0.759335691,0.823613778,0.671184638,0.001041911
YLR214W,FRE1,"Ferric reductase and cupric reductase, reduces siderophore-bound iron and oxidized copper prior to uptake by transporters; expression induced by low copper and iron levels",2784,5,C,UR,1,5.298006577,3.177671105,2.292257195,0.001044789
YGR254W,ENO1,"Enolase I, a phosphopyruvate hydratase that catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate during glycolysis and the reverse reaction during gluconeogenesis; expression is repressed in response to glucose",1,320,C,UR,1,0.468090573,0.489517084,0.480039543,0.001045916
YGR010W,NMA2,"Nicotinic acid mononucleotide adenylyltransferase, involved in de novo and salvage synthesis of NAD(+)",1007,9,C,UR,1,1.648612333,1.899483915,2.252067452,0.001047761
YCL037C,SRO9,"Cytoplasmic RNA-binding protein that associates with translating ribosomes; involved in heme regulation of Hap1p as a component of the HMC complex, also involved in the organization of actin filaments; contains a La motif",1235,8,C,UR,1,1.001022463,0.843850021,0.540560647,0.001051229
YML130C,ERO1,Thiol oxidase required for oxidative protein folding in the endoplasmic reticulum,1445,10,C,UR,1,1.884438694,1.723494651,1.527687716,0.001053163
YLR133W,CKI1,"Choline kinase, catalyzing the first step in phosphatidylcholine synthesis via the CDP-choline (Kennedy pathway); exhibits some ethanolamine kinase activity contributing to phosphatidylethanolamine synthesis via the CDP-ethanolamine pathway",1209,11,C,UR,1,1.893119298,1.814735119,1.836988052,0.001053197
YLR044C,PDC1,"Major of three pyruvate decarboxylase isozymes, key enzyme in alcoholic fermentation, decarboxylates pyruvate to acetaldehyde; subject to glucose-, ethanol-, and autoregulation; involved in amino acid catabolism",1197,294,C,UR,1,1.347233925,1.313344434,1.446670317,0.001054124
YMR275C,BUL1,"Ubiquitin-binding component of the Rsp5p E3-ubiquitin ligase complex, functional homolog of Bul2p, disruption causes temperature-sensitive growth, overexpression causes missorting of amino acid permeases",1442,6,C,UR,1,1.689470278,1.709817384,1.701848748,0.001054721
YDR017C,KCS1,"Inositol hexakisphosphate (IP6) and inositol heptakisphosphate (IP7) kinase; generation of high energy inositol pyrophosphates by Kcs1p is required for many processes such as vacuolar biogenesis, stress response and telomere maintenance",311,7,C,UR,1,1.200100603,1.183886052,1.259114414,0.001055117
YIL097W,FYV10,"Protein of unknown function, required for survival upon exposure to K1 killer toxin; involved in proteasome-dependent catabolite inactivation of FBPase; contains CTLH domain; plays role in anti-apoptosis",1886,1,C,UR,1,1.293159484,1.555950804,1.848227248,0.001056014
YPL160W,CDC60,"Cytosolic leucyl tRNA synthetase, ligates leucine to the appropriate tRNA",290,72,C,UR,1,2.027953359,1.702610826,1.569333258,0.001056431
YGR251W,YGR251W,Essential protein required for maturation of 18S rRNA; green fluorescent protein (GFP)-fusion protein localizes to both the nucleus and the nucleolus,3615,1,C,UR,1,1.725450361,2.039768183,2.63891138,0.001057755
YJL095W,BCK1,"Mitogen-activated protein (MAP) kinase kinase kinase acting in the protein kinase C signaling pathway, which controls cell integrity; upon activation by Pkc1p phosphorylates downstream kinases Mkk1p and Mkk2p",2640,3,C,UR,1,1.752051214,1.886244845,2.078996423,0.001057882
YPR070W,MED1,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation,2257,3,C,UR,1,1.416090202,1.509598741,1.604242639,0.001058882
YDR283C,GCN2,"Protein kinase, phosphorylates the alpha-subunit of translation initiation factor eIF2 (Sui2p) in response to starvation; activated by uncharged tRNAs and the Gcn1p-Gcn20p complex; contributes to DNA damage checkpoint control",2472,4,C,UR,1,2.420269297,2.541576616,2.798346788,0.001060537
YGR085C,RPL11B,"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl11Ap; involved in ribosomal assembly; depletion causes degradation of proteins and RNA of the 60S subunit; has similarity to E. coli L5 and rat L11",357,44,C,UR,1,0.922565135,0.804806593,0.726362691,0.001063934
YGL164C,YRB30,"RanGTP-binding protein, inhibits RanGAP1 (Rna1p)-mediated GTP hydrolysis of RanGTP (Gsp1p); shares similarity to proteins in other fungi but not in higher eukaryotes",593,11,C,UR,1,1.272702696,1.414994844,1.590544937,0.001064989
YCR048W,ARE1,"Acyl-CoA:sterol acyltransferase, isozyme of Are2p; endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the absence of oxygen",3828,4,C,UR,1,5.48572895,4.695641223,4.634764715,0.001066501
YLL024C,SSA2,"ATP binding protein involved in protein folding and vacuolar import of proteins; member of heat shock protein 70 (HSP70) family; associated with the chaperonin-containing T-complex; present in the cytoplasm, vacuolar membrane and cell wall; 98% identical with Ssa1p, but subtle differences between the two proteins provide functional specificity with respect to propagation of yeast [URE3] prions and vacuolar-mediated degradations of gluconeogenesis enzymes",37,76,C,UR,1,0.74685325,0.794260315,0.649686895,0.001066602
YCR053W,THR4,"Threonine synthase, conserved protein that catalyzes formation of threonine from O-phosphohomoserine; expression is regulated by the GCN4-mediated general amino acid control pathway",329,37,C,UR,1,1.414063797,1.338155217,1.224076726,0.001070309
YGL030W,RPL30,"Protein component of the large (60S) ribosomal subunit, has similarity to rat L30 ribosomal protein; involved in pre-rRNA processing in the nucleolus; autoregulates splicing of its transcript",3475,30,C,UR,1,0.808279488,0.76474971,0.698200627,0.001076395
YMR286W,MRPL33,Mitochondrial ribosomal protein of the large subunit,3978,1,C,UR,1,0.516495313,0.513019146,0.524970825,0.001078228
YKL180W,RPL17A,"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl17Bp and has similarity to E. coli L22 and rat L17 ribosomal proteins; copurifies with the Dam1 complex (aka DASH complex)",2653,3,C,UR,1,0.794086595,0.617165725,0.546544793,0.001080578
YOR281C,PLP2,Essential protein that interacts with the CCT (chaperonin containing TCP-1) complex to stimulate actin folding; has similarity to phosducins; null mutant lethality is complemented by mouse phosducin-like protein MgcPhLP,698,6,C,UR,1,0.951362756,0.889690487,0.810657477,0.001080847
YBR207W,FTH1,Putative high affinity iron transporter involved in transport of intravacuolar stores of iron; forms complex with Fet5p; expression is regulated by iron; proposed to play indirect role in endocytosis,2176,4,C,UR,1,6.72695351,5.929868785,5.936927035,0.001082243
YGL017W,ATE1,"Arginyl-tRNA-protein transferase, catalyzes post-translational conjugation of arginine to the amino termini of acceptor proteins which are then subject to degradation via the N-end rule pathway",1083,2,C,UR,1,2.124494765,2.232046839,2.348258845,0.00108259
YGL227W,VID30,"Protein involved in proteasome-dependent catabolite degradation of fructose-1,6-bisphosphatase (FBPase); binds FBPase; shifts the balance of nitrogen metabolism toward glutamate production; localizes to the nucleus and the cytoplasm",743,6,C,UR,1,1.491474402,1.876656696,2.201438074,0.001085285
YMR263W,SAP30,"Subunit of a histone deacetylase complex, along with Rpd3p and Sin3p, that is involved in silencing at telomeres, rDNA, and silent mating-type loci; involved in telomere maintenance",1877,2,C,UR,1,0.796273186,0.637058294,0.593855132,0.001086756
YOL040C,RPS15,Protein component of the small (40S) ribosomal subunit; has similarity to E. coli S19 and rat S15 ribosomal proteins,482,44,C,UR,1,0.83982822,0.757166999,0.606410148,0.001089042
YGR048W,UFD1,"Protein that interacts with Cdc48p and Npl4p, involved in recognition of polyubiquitinated proteins and their presentation to the 26S proteasome for degradation; involved in transporting proteins from the ER to the cytosol",1402,11,C,UR,1,1.234999624,1.387570979,1.581863601,0.0010918
YDL143W,CCT4,"Subunit of the cytosolic chaperonin Cct ring complex, related to Tcp1p, required for the assembly of actin and tubulins in vivo",172,31,C,UR,1,1.521149173,1.430053306,1.266082302,0.001094088
YKL096W,CWP1,"Cell wall mannoprotein that localizes specifically to birth scars of daughter cells, linked to a beta-1,3- and beta-1,6-glucan heteropolymer through a phosphodiester bond; required for propionic acid resistance",1866,3,C,UR,1,0.330130876,0.343181167,0.256812611,0.001095311
YPL006W,NCR1,"Vacuolar membrane protein that transits through the biosynthetic vacuolar protein sorting pathway, involved in sphingolipid metabolism; glycoprotein and functional orthologue of human Niemann Pick C1 (NPC1) protein",1471,4,C,UR,1,1.768287834,1.700298732,1.765897626,0.001103907
YBR102C,EXO84,"Essential protein with dual roles in spliceosome assembly and exocytosis; the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, and Exo84p) mediates polarized targeting of secretory vesicles to active sites of exocytosis",809,7,C,UR,1,1.308238713,1.421230626,1.4869346,0.001105474
YML062C,MFT1,"Subunit of the THO complex, which is a nuclear complex comprised of Hpr1p, Mft1p, Rlr1p, and Thp2p, that is involved in transcription elongation and mitotic recombination; involved in telomere maintenance",2478,6,C,UR,1,0.824504548,0.828125237,0.780990332,0.001106006
YBL015W,ACH1,"Protein with CoA transferase activity, particularly for CoASH transfer from succinyl-CoA to acetate; has minor acetyl-CoA-hydrolase activity; phosphorylated; required for acetate utilization and for diploid pseudohyphal growth",664,18,C,UR,1,0.414084127,0.460741634,0.510008229,0.001107481
YHR059W,FYV4,"Protein of unknown function, required for survival upon exposure to K1 killer toxin",2189,1,C,UR,1,0.608847935,0.417114212,0.377199983,0.001108035
YBR046C,ZTA1,"NADPH-dependent quinone reductase, GFP-tagged protein localizes to the cytoplasm and nucleus; has similarity to E. coli quinone oxidoreductase and to human zeta-crystallin",1589,14,C,UR,1,1.004287551,1.197671754,1.595050031,0.001109447
YNR036C,MRPS12,Mitochondrial protein; may interact with ribosomes based on co-purification experiments; similar to E. coli and human mitochondrial S12 ribosomal proteins,1568,1,C,UR,1,0.537923544,0.412897132,0.307019173,0.001110517
YOR241W,MET7,"Folylpolyglutamate synthetase, catalyzes extension of the glutamate chains of the folate coenzymes, required for methionine synthesis and for maintenance of mitochondrial DNA",2163,11,C,UR,1,1.081632477,1.13600824,1.168927714,0.001115853
YNL267W,PIK1,"Phosphatidylinositol 4-kinase; catalyzes first step in the biosynthesis of phosphatidylinositol-4,5-biphosphate; may control cytokinesis through the actin cytoskeleton",459,6,C,UR,1,1.732369314,1.686887395,1.827995842,0.001116432
YDL235C,YPD1,"Phosphorelay intermediate protein, phosphorylated by the plasma membrane sensor Sln1p in response to osmotic stress and then in turn phosphorylates the response regulators Ssk1p in the cytosol and Skn7p in the nucleus",3138,3,C,UR,1,0.723201499,0.754772185,0.730181961,0.001127165
YOL018C,TLG2,"Syntaxin-like t-SNARE that forms a complex with Tlg1p and Vti1p and mediates fusion of endosome-derived vesicles with the late Golgi; binds Vps45p, which prevents Tlg2p degradation and also facilitates t-SNARE complex formation; homologous to mammalian SNARE protein syntaxin 16 (Sx16)",1107,10,C,UR,1,1.600167036,1.843374256,2.299018252,0.001129415
YHR051W,COX6,"Subunit VI of cytochrome c oxidase, which is the terminal member of the mitochondrial inner membrane electron transport chain; expression is regulated by oxygen levels",1455,2,C,UR,1,0.210478815,0.202151914,0.161270352,0.001130585
YLR187W,SKG3,"Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck; potential Cdc28p substrate; similar to Caf120p and Skg4p",2192,11,C,UR,1,1.646244863,1.642545668,1.798506308,0.001133338
YER157W,COG3,"Essential component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments",2735,3,C,UR,1,2.231365205,2.300376112,2.356734619,0.001137378
YPL126W,NAN1,"U3 snoRNP protein, component of the small (ribosomal) subunit (SSU) processosome containing U3 snoRNA; required for the biogenesis of18S rRNA",2029,11,C,UR,1,3.034338811,2.608522833,2.146445864,0.001138549
YNL197C,WHI3,RNA binding protein that sequesters CLN3 mRNA in cytoplasmic foci; cytoplasmic retention factor for Cdc28p and associated cyclins; regulates cell fate and dose-dependently regulates the critical cell size required for passage through Start,2086,14,C,UR,1,0.730396138,0.755295475,0.611875997,0.00114339
YNL020C,ARK1,Serine/threonine protein kinase involved in regulation of the cortical actin cytoskeleton; involved in control of endocytosis,3024,2,C,UR,1,2.06822901,2.11690391,2.521859651,0.001144691
YMR041C,ARA2,"NAD-dependent arabinose dehydrogenase, involved in biosynthesis of dehydro-D-arabinono-1,4-lactone; similar to plant L-galactose dehydrogenase",2213,5,C,UR,1,1.901641991,2.612474996,3.537148342,0.001147277
YLR047C,FRE8,"Protein with sequence similarity to iron/copper reductases, involved in iron homeostasis; deletion mutant has iron deficiency/accumulation growth defects; expression increased in the absence of copper-responsive transcription factor Mac1p",3072,2,C,UR,1,2.921462407,2.7348891,2.4252962,0.001148457
YFR002W,NIC96,"Component of the nuclear pore complex, required for nuclear pore formation; forms a subcomplex with Nsp1p, Nup57p, and Nup49p",1142,11,C,UR,1,1.878519024,1.717747251,1.744618571,0.001155536
YDR346C,SVF1,"Protein with a potential role in cell survival pathways, required for the diauxic growth shift; expression in mammalian cells increases survival under conditions inducing apoptosis; mutant has increased aneuploidy tolerance",1444,25,C,UR,1,1.504961107,1.555445535,1.53274182,0.001160399
YLR106C,MDN1,"Huge dynein-related AAA-type ATPase (midasin), forms extended pre-60S particle with the Rix1 complex (Rix1p-Ipi1p-Ipi3p); acts in removal of ribosomal biogenesis factors at successive steps of pre-60S assembly and export from nucleus",133,20,C,UR,1,2.982354588,2.242930756,2.007055693,0.001161496
YMR234W,RNH1,Ribonuclease H1; able to bind double-stranded RNAs and RNA-DNA hybrids; associates with RNAse polymerase I; the homolog of mammalian RNAse HII (the S. cerevisiae homolog of mammalian RNAse HI is RNH201),609,2,C,UR,1,0.950048733,0.895257712,0.631873014,0.001162407
YBR248C,HIS7,"Imidazole glycerol phosphate synthase (glutamine amidotransferase:cyclase), catalyzes the fifth and sixth steps of histidine biosynthesis and also produces 5-aminoimidazole-4-carboxamide ribotide (AICAR), a purine precursor",212,37,C,UR,1,0.719949794,0.729333509,0.664104902,0.001164349
YPR045C,THP3,Protein that forms a complex with Csn12p that is recruited to transcribed genes and may have a role in transcription elongation; possibly involved in splicing based on pre-mRNA accumulation defect for many intron-containing genes,2912,4,C,UR,1,1.905093821,1.73558244,1.832204069,0.001168474
YDR034C-C,YDR034C-C,Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag,642,8,C,UR,1,6.071141908,5.169729434,4.205469065,0.001169895
